run,presentation_position,dilemma_id,variant,raw_response,parsed,is_valid
26,18,relationship,incongruent,inappropriate,inappropriate,True
26,19,time_machine,incongruent,inappropriate,inappropriate,True
26,20,car_accident,congruent,inappropriate,inappropriate,True
27,1,border_crossing,congruent,inappropriate,inappropriate,True
27,2,hard_times,congruent,inappropriate,inappropriate,True
27,3,vaccine_policy,incongruent,appropriate,appropriate,True
27,4,hard_times,incongruent,inappropriate,inappropriate,True
27,5,relationship,congruent,inappropriate,inappropriate,True
27,6,torture,congruent,inappropriate,inappropriate,True
27,7,vaccine_policy,congruent,appropriate,appropriate,True
27,8,border_crossing,incongruent,appropriate,appropriate,True
27,9,crying_baby,incongruent,inappropriate,inappropriate,True
27,10,torture,incongruent,inappropriate,inappropriate,True
27,11,animal_research,congruent,inappropriate,inappropriate,True
27,12,abortion,incongruent,appropriate,appropriate,True
27,13,time_machine,congruent,inappropriate,inappropriate,True
27,14,abortion,congruent,appropriate,appropriate,True
27,15,car_accident,incongruent,inappropriate,inappropriate,True
27,16,animal_research,incongruent,appropriate,appropriate,True
27,17,crying_baby,congruent,inappropriate,inappropriate,True
27,18,relationship,incongruent,inappropriate,inappropriate,True
27,19,time_machine,incongruent,inappropriate,inappropriate,True
27,20,car_accident,congruent,inappropriate,inappropriate,True
28,1,border_crossing,congruent,inappropriate,inappropriate,True
28,2,hard_times,congruent,inappropriate,inappropriate,True
28,3,vaccine_policy,incongruent,appropriate,appropriate,True
28,4,hard_times,incongruent,inappropriate,inappropriate,True
28,5,relationship,congruent,inappropriate,inappropriate,True
28,6,torture,congruent,inappropriate,inappropriate,True
28,7,vaccine_policy,congruent,appropriate,appropriate,True
28,8,border_crossing,incongruent,inappropriate,inappropriate,True
28,9,crying_baby,incongruent,appropriate,appropriate,True
28,10,torture,incongruent,inappropriate,inappropriate,True
28,11,animal_research,congruent,inappropriate,inappropriate,True
28,12,abortion,incongruent,appropriate,appropriate,True
28,13,time_machine,congruent,inappropriate,inappropriate,True
28,14,abortion,congruent,appropriate,appropriate,True
28,15,car_accident,incongruent,inappropriate,inappropriate,True
28,16,animal_research,incongruent,appropriate,appropriate,True
28,17,crying_baby,congruent,inappropriate,inappropriate,True
28,18,relationship,incongruent,inappropriate,inappropriate,True
28,19,time_machine,incongruent,inappropriate,inappropriate,True
28,20,car_accident,congruent,inappropriate,inappropriate,True
29,1,border_crossing,congruent,inappropriate,inappropriate,True
29,2,hard_times,congruent,inappropriate,inappropriate,True
29,3,vaccine_policy,incongruent,appropriate,appropriate,True
29,4,hard_times,incongruent,inappropriate,inappropriate,True
29,5,relationship,congruent,inappropriate,inappropriate,True
29,6,torture,congruent,inappropriate,inappropriate,True
29,7,vaccine_policy,congruent,appropriate,appropriate,True
29,8,border_crossing,incongruent,appropriate,appropriate,True
29,9,crying_baby,incongruent,inappropriate,inappropriate,True
29,10,torture,incongruent,inappropriate,inappropriate,True
29,11,animal_research,congruent,inappropriate,inappropriate,True
29,12,abortion,incongruent,appropriate,appropriate,True
29,13,time_machine,congruent,inappropriate,inappropriate,True
29,14,abortion,congruent,appropriate,appropriate,True
29,15,car_accident,incongruent,appropriate,appropriate,True
29,16,animal_research,incongruent,appropriate,appropriate,True
29,17,crying_baby,congruent,inappropriate,inappropriate,True
29,18,relationship,incongruent,inappropriate,inappropriate,True
29,19,time_machine,incongruent,inappropriate,inappropriate,True
29,20,car_accident,congruent,inappropriate,inappropriate,True
30,1,border_crossing,congruent,inappropriate,inappropriate,True
30,2,hard_times,congruent,inappropriate,inappropriate,True
30,3,vaccine_policy,incongruent,appropriate,appropriate,True
30,4,hard_times,incongruent,inappropriate,inappropriate,True
30,5,relationship,congruent,inappropriate,inappropriate,True
30,6,torture,congruent,inappropriate,inappropriate,True
30,7,vaccine_policy,congruent,appropriate,appropriate,True
30,8,border_crossing,incongruent,inappropriate,inappropriate,True
30,9,crying_baby,incongruent,inappropriate,inappropriate,True
30,10,torture,incongruent,inappropriate,inappropriate,True
30,11,animal_research,congruent,inappropriate,inappropriate,True
30,12,abortion,incongruent,appropriate,appropriate,True
30,13,time_machine,congruent,inappropriate,inappropriate,True
30,14,abortion,congruent,appropriate,appropriate,True
30,15,car_accident,incongruent,inappropriate,inappropriate,True
30,16,animal_research,incongruent,appropriate,appropriate,True
30,17,crying_baby,congruent,inappropriate,inappropriate,True
30,18,relationship,incongruent,inappropriate,inappropriate,True
30,19,time_machine,incongruent,inappropriate,inappropriate,True
30,20,car_accident,congruent,inappropriate,inappropriate,True
